number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state,mean_test_score,rank_test_score
135,0.8076957257020523,2025-03-11 12:56:36.958812,2025-03-11 12:56:57.131990,0 days 00:00:20.173178,0.7995856176698616,0.010008506924336299,12,6,2068,0.010824585592530968,6.628978560721445,0.8384909647343722,COMPLETE,0.8076957257020523,14
36,0.8076588411603858,2025-03-11 12:14:04.913863,2025-03-11 12:14:27.631974,0 days 00:00:22.718111,0.7876075167805962,0.010094113950869312,13,5,1905,0.03683518824722422,4.673944643362128,0.7640007999497842,COMPLETE,0.8076588411603858,15
151,0.8076561305381076,2025-03-11 13:01:39.534037,2025-03-11 13:01:56.761625,0 days 00:00:17.227588,0.7264749633087089,0.010005141653089834,11,5,2053,0.021638197007198847,4.8636037144824815,0.8383731517213394,COMPLETE,0.8076561305381076,16
433,0.8076538014108167,2025-03-11 14:17:39.766416,2025-03-11 14:17:57.272390,0 days 00:00:17.505974,0.8226881320635088,0.011131183242222018,11,5,2042,0.49810401705072493,4.972495114558342,0.8061681244326061,COMPLETE,0.8076538014108167,17
972,0.807646994737096,2025-03-11 16:49:52.753645,2025-03-11 16:50:13.616269,0 days 00:00:20.862624,0.8100287841567149,0.011314297264172287,13,5,1707,0.032155088525621045,3.052898871551316,0.8468569942126869,COMPLETE,0.807646994737096,18
951,0.8076394049947171,2025-03-11 16:43:16.455818,2025-03-11 16:43:34.479779,0 days 00:00:18.023961,0.7965905635356875,0.01046982542764848,12,5,1659,0.04675118081251757,5.733993946913989,0.8432229043225564,COMPLETE,0.8076394049947171,19
331,0.8076217357532003,2025-03-11 13:49:15.206871,2025-03-11 13:49:28.936530,0 days 00:00:13.729659,0.8856821883380431,0.010006156784760833,11,7,1740,0.010093460631403338,5.156555015651249,0.8649195940260608,COMPLETE,0.8076217357532003,20
565,0.8076177200164918,2025-03-11 14:54:37.073480,2025-03-11 14:54:53.804112,0 days 00:00:16.730632,0.8681320361746617,0.01068300326523101,12,8,1901,0.013928420821638234,5.306588280480901,0.8049836428704799,COMPLETE,0.8076177200164918,21
206,0.807615832620239,2025-03-11 13:15:15.987280,2025-03-11 13:15:31.408794,0 days 00:00:15.421514,0.7831164603807022,0.010029210803651302,10,5,2149,0.010814865345337434,2.832292088287497,0.8394888776203069,COMPLETE,0.807615832620239,22
397,0.807612017670366,2025-03-11 14:06:39.604194,2025-03-11 14:07:00.521512,0 days 00:00:20.917318,0.7721846389661151,0.012121774108703387,12,6,2154,0.25387024761023486,9.915343878278824,0.8416638198507009,COMPLETE,0.807612017670366,23
806,0.8076078011468222,2025-03-11 16:04:50.302969,2025-03-11 16:05:07.896974,0 days 00:00:17.594005,0.8318656751944272,0.01001441740048139,12,7,1880,0.006363833981879977,3.7517606719030194,0.8825396399585019,COMPLETE,0.8076078011468222,24
271,0.8076050704458605,2025-03-11 13:33:38.652891,2025-03-11 13:33:52.502412,0 days 00:00:13.849521,0.8074487382112359,0.011226687307238106,11,6,1718,0.0068532578862056165,8.505049088113386,0.8992453619918204,COMPLETE,0.8076050704458605,25
654,0.8075983240081903,2025-03-11 15:20:52.994831,2025-03-11 15:21:14.753598,0 days 00:00:21.758767,0.7764745567491891,0.011802785740835955,13,5,1850,0.02739144941038965,3.210347500224905,0.8412625245257287,COMPLETE,0.8075983240081903,26
383,0.8075979826705701,2025-03-11 14:01:47.696729,2025-03-11 14:02:12.243177,0 days 00:00:24.546448,0.8513939536948318,0.010755981188151185,13,5,1980,0.12663405478868306,8.154417234953756,0.939135734377017,COMPLETE,0.8075979826705701,27
994,0.807595231890925,2025-03-11 16:56:37.080658,2025-03-11 16:56:55.198741,0 days 00:00:18.118083,0.8049161607240128,0.01002816467064539,12,5,1688,0.03655162534486211,3.822976225036361,0.8709289702041675,COMPLETE,0.807595231890925,28
979,0.8075939267764947,2025-03-11 16:52:04.051883,2025-03-11 16:52:22.759817,0 days 00:00:18.707934,0.787842845988832,0.01131842256994411,12,5,1776,0.031075910778573152,3.1042749753032086,0.8117462606902814,COMPLETE,0.8075939267764947,29
240,0.8075936858322923,2025-03-11 13:24:07.936159,2025-03-11 13:24:26.237367,0 days 00:00:18.301208,0.7781082517199507,0.010010549340096625,11,3,1738,0.024792309986814663,7.74826666221483,0.9049128899301739,COMPLETE,0.8075936858322923,30
914,0.8075900315118875,2025-03-11 16:34:32.396603,2025-03-11 16:34:46.104424,0 days 00:00:13.707821,0.8425433590172893,0.01125737452203588,12,7,1424,0.061971424120241224,5.147132929121244,0.8434557995913986,COMPLETE,0.8075900315118875,31
